"folio","edad","sexo","educacion","cse","n_personas","macrozona","prob_gastar_comida_fuera","gasto_cond_comida_fuera","gasto_esp_comida_fuera"
314500401,60,"2","1","1",2,NA,NA,89725.4335691707,NA
314500701,58,"1","5","1",4,NA,NA,89725.4335691707,NA
314500801,69,"1","5","1",2,NA,NA,89725.4335691707,NA
314610201,30,"1","10","3",3,NA,NA,89725.4335691707,NA
314960301,68,"2","3",NA,1,NA,NA,89725.4335691707,NA
314960501,47,"1","9",NA,4,NA,NA,89725.4335691707,NA
314960601,40,"2","5",NA,5,NA,NA,89725.4335691707,NA
315030201,75,"1","6","2",4,NA,NA,89725.4335691707,NA
315030301,81,"2",NA,"2",1,NA,NA,89725.4335691707,NA
315030401,76,"1","6","2",3,NA,NA,89725.4335691707,NA
315030501,66,"2","1","2",2,NA,NA,89725.4335691707,NA
315030601,38,"1","9","2",4,NA,NA,89725.4335691707,NA
315030701,67,"1","5","2",3,NA,NA,89725.4335691707,NA
315030702,48,"2",NA,"2",3,NA,NA,89725.4335691707,NA
315030801,81,"2","3","2",1,NA,NA,89725.4335691707,NA
315040401,25,"1","9",NA,2,NA,NA,89725.4335691707,NA
315040501,58,"2","3",NA,1,NA,NA,89725.4335691707,NA
315070101,72,"2","11","3",1,NA,NA,89725.4335691707,NA
315070201,42,"2","5","3",4,NA,NA,89725.4335691707,NA
315070301,45,"2","11","3",4,NA,NA,89725.4335691707,NA
315070401,70,"2","3","3",1,NA,NA,89725.4335691707,NA
315070701,51,"1","11","3",2,NA,NA,89725.4335691707,NA
315070801,55,"1","4","3",5,NA,NA,89725.4335691707,NA
315120401,35,"1","11",NA,6,NA,NA,89725.4335691707,NA
315120601,29,"2","11",NA,2,NA,NA,89725.4335691707,NA
315240801,31,"1","11",NA,2,NA,NA,89725.4335691707,NA
315310101,47,"2",NA,"3",2,NA,NA,89725.4335691707,NA
315310201,44,"2","6","3",7,NA,NA,89725.4335691707,NA
315310301,29,"2","11","3",2,NA,NA,89725.4335691707,NA
315310501,29,"2","9","3",5,NA,NA,89725.4335691707,NA
315310801,52,"2","5","3",4,NA,NA,89725.4335691707,NA
315310802,27,"2","6","3",3,NA,NA,89725.4335691707,NA
315540201,73,"2","5",NA,1,NA,NA,89725.4335691707,NA
315540501,37,"1","12",NA,3,NA,NA,89725.4335691707,NA
315540601,53,"1","7",NA,5,NA,NA,89725.4335691707,NA
315540701,38,"2","11",NA,5,NA,NA,89725.4335691707,NA
315540801,39,"2","8",NA,3,NA,NA,89725.4335691707,NA
315690101,83,"2","5",NA,1,NA,NA,89725.4335691707,NA
315690201,56,"1","11",NA,2,NA,NA,89725.4335691707,NA
315690301,64,"2","11",NA,2,NA,NA,89725.4335691707,NA
315690401,33,"2","11",NA,2,NA,NA,89725.4335691707,NA
315690501,81,"1","11",NA,2,NA,NA,89725.4335691707,NA
315690801,40,"1","11",NA,4,NA,NA,89725.4335691707,NA
316230401,45,"1","11","3",3,NA,NA,89725.4335691707,NA
316230501,50,"1","11","3",4,NA,NA,89725.4335691707,NA
316560101,58,"1","5","3",3,NA,NA,89725.4335691707,NA
316560401,58,"2","5","3",3,NA,NA,89725.4335691707,NA
316630101,56,"2","11","2",4,NA,NA,89725.4335691707,NA
316630201,62,"1",NA,"2",3,NA,NA,89725.4335691707,NA
316630202,32,"1","5","2",3,NA,NA,89725.4335691707,NA
316630401,63,"1","3","2",1,NA,NA,89725.4335691707,NA
316630501,50,"2","11","2",2,NA,NA,89725.4335691707,NA
316630701,51,"2","8","2",2,NA,NA,89725.4335691707,NA
316630801,40,"2","3","2",2,NA,NA,89725.4335691707,NA
316700101,72,"1","11","3",1,NA,NA,89725.4335691707,NA
316700301,72,"1","11","3",3,NA,NA,89725.4335691707,NA
316700501,56,"2","11","3",6,NA,NA,89725.4335691707,NA
316700601,71,"1","4","3",1,NA,NA,89725.4335691707,NA
316700701,74,"2","11","3",2,NA,NA,89725.4335691707,NA
316790201,83,"1","-88","2",3,NA,NA,89725.4335691707,NA
316790301,57,"2","7","2",6,NA,NA,89725.4335691707,NA
316790501,51,"2","-88","2",5,NA,NA,89725.4335691707,NA
316790601,82,"1","-88","2",1,NA,NA,89725.4335691707,NA
316790701,32,"2","8","2",3,NA,NA,89725.4335691707,NA
316910401,70,"2",NA,"1",12,NA,NA,89725.4335691707,NA
316910501,88,"1","1","1",1,NA,NA,89725.4335691707,NA
316910601,49,"2","5","1",6,NA,NA,89725.4335691707,NA
316910602,31,"2","6","1",4,NA,NA,89725.4335691707,NA
316910701,49,"2",NA,"1",7,NA,NA,89725.4335691707,NA
316950201,76,"1","4","2",2,NA,NA,89725.4335691707,NA
316950301,25,"2","4","2",4,NA,NA,89725.4335691707,NA
316950401,49,"1","7","2",3,NA,NA,89725.4335691707,NA
316950501,70,"2","3","2",2,NA,NA,89725.4335691707,NA
316990201,72,"1","4",NA,2,NA,NA,89725.4335691707,NA
316990301,71,"1","11",NA,2,NA,NA,89725.4335691707,NA
316990401,29,"1","11",NA,3,NA,NA,89725.4335691707,NA
316990601,48,"1","5",NA,4,NA,NA,89725.4335691707,NA
316990701,69,"2","5",NA,3,NA,NA,89725.4335691707,NA
317350301,42,"1","8","3",4,NA,NA,89725.4335691707,NA
317350501,31,"1","11","3",3,NA,NA,89725.4335691707,NA
317350601,32,"1","11","3",2,NA,NA,89725.4335691707,NA
317350701,39,"2","11","3",3,NA,NA,89725.4335691707,NA
317500101,60,"1","3","2",1,NA,NA,89725.4335691707,NA
317500301,28,"1","9","2",4,NA,NA,89725.4335691707,NA
317500601,51,"1","5","2",5,NA,NA,89725.4335691707,NA
317500801,42,"2","6","2",3,NA,NA,89725.4335691707,NA
317590101,32,"2","11",NA,5,NA,NA,89725.4335691707,NA
317590401,21,"2","3",NA,1,NA,NA,89725.4335691707,NA
317590501,47,"1","8",NA,2,NA,NA,89725.4335691707,NA
317590601,34,"2","5",NA,4,NA,NA,89725.4335691707,NA
317590701,44,"2","11",NA,3,NA,NA,89725.4335691707,NA
317590801,28,"2","3",NA,4,NA,NA,89725.4335691707,NA
317640201,30,"1","8","3",4,NA,NA,89725.4335691707,NA
317640501,39,"1","11","3",6,NA,NA,89725.4335691707,NA
317640601,31,"1","7","3",4,NA,NA,89725.4335691707,NA
317640701,32,"2","11","3",2,NA,NA,89725.4335691707,NA
317790801,33,"1","10","3",2,NA,NA,89725.4335691707,NA
317860201,54,"2","6","3",3,NA,NA,89725.4335691707,NA
317860501,74,"1","5","3",4,NA,NA,89725.4335691707,NA
317860601,59,"2","3","3",2,NA,NA,89725.4335691707,NA
317860701,61,"2","3","3",5,NA,NA,89725.4335691707,NA
317860801,46,"2","3","3",4,NA,NA,89725.4335691707,NA
317910101,34,"2","8",NA,3,NA,NA,89725.4335691707,NA
317910501,50,"2",NA,NA,3,NA,NA,89725.4335691707,NA
317950101,63,"1",NA,NA,4,NA,NA,89725.4335691707,NA
317950201,60,"2","8",NA,1,NA,NA,89725.4335691707,NA
317950401,74,"2",NA,NA,1,NA,NA,89725.4335691707,NA
317950501,44,"2","11",NA,1,NA,NA,89725.4335691707,NA
317950801,50,"1","5",NA,5,NA,NA,89725.4335691707,NA
317950901,51,"2","5",NA,4,NA,NA,89725.4335691707,NA
317990101,65,"2","1",NA,2,NA,NA,89725.4335691707,NA
317990401,48,"2","5",NA,5,NA,NA,89725.4335691707,NA
317990701,66,"1","5",NA,4,NA,NA,89725.4335691707,NA
317990801,49,"2",NA,NA,4,NA,NA,89725.4335691707,NA
318120101,41,"1","5","3",3,NA,NA,89725.4335691707,NA
318120201,62,"1","9","3",1,NA,NA,89725.4335691707,NA
318120301,38,"1","8","3",4,NA,NA,89725.4335691707,NA
318120401,38,"1","7","3",5,NA,NA,89725.4335691707,NA
318120501,40,"1","3","3",1,NA,NA,89725.4335691707,NA
318330101,60,"2","8",NA,1,NA,NA,89725.4335691707,NA
318330301,54,"2","11",NA,4,NA,NA,89725.4335691707,NA
318330401,56,"1","11",NA,6,NA,NA,89725.4335691707,NA
318420301,73,"2","11","3",1,NA,NA,89725.4335691707,NA
318420401,41,"1","5","3",3,NA,NA,89725.4335691707,NA
318420501,43,"2","5","3",5,NA,NA,89725.4335691707,NA
318420701,33,"2","11","3",4,NA,NA,89725.4335691707,NA
318420801,26,"2","10","3",2,NA,NA,89725.4335691707,NA
318630201,36,"2","12",NA,1,NA,NA,89725.4335691707,NA
318630501,30,"1","11",NA,1,NA,NA,89725.4335691707,NA
318660101,65,"2","4",NA,1,NA,NA,89725.4335691707,NA
318660201,25,"1","11",NA,2,NA,NA,89725.4335691707,NA
318660301,54,"1","6",NA,2,NA,NA,89725.4335691707,NA
318660401,40,"2","8",NA,6,NA,NA,89725.4335691707,NA
318660501,61,"2","5",NA,1,NA,NA,89725.4335691707,NA
318660701,58,"2","9",NA,3,NA,NA,89725.4335691707,NA
318660801,62,"1","11",NA,1,NA,NA,89725.4335691707,NA
318740101,63,"1","1","2",2,NA,NA,89725.4335691707,NA
318740102,65,"1",NA,"2",2,NA,NA,89725.4335691707,NA
318740103,30,"2","3","2",2,NA,NA,89725.4335691707,NA
318740301,55,"1",NA,"2",5,NA,NA,89725.4335691707,NA
318740401,60,"2","6","2",1,NA,NA,89725.4335691707,NA
318740501,33,"2","7","2",3,NA,NA,89725.4335691707,NA
318740601,48,"2","3","2",7,NA,NA,89725.4335691707,NA
318740701,55,"1",NA,"2",2,NA,NA,89725.4335691707,NA
318740801,55,"2","1","2",3,NA,NA,89725.4335691707,NA
318880101,31,"1","5",NA,1,NA,NA,89725.4335691707,NA
318880201,52,"1","4",NA,5,NA,NA,89725.4335691707,NA
318880401,65,"1","4",NA,3,NA,NA,89725.4335691707,NA
318880501,69,"1","11",NA,2,NA,NA,89725.4335691707,NA
318880601,38,"1","5",NA,3,NA,NA,89725.4335691707,NA
318880602,24,"1","3",NA,2,NA,NA,89725.4335691707,NA
318880603,36,"1","3",NA,3,NA,NA,89725.4335691707,NA
318880801,47,"2","6",NA,2,NA,NA,89725.4335691707,NA
319030501,39,"2","10","3",4,NA,NA,89725.4335691707,NA
319050101,33,"2","11",NA,1,NA,NA,89725.4335691707,NA
319050201,57,"1","7",NA,2,NA,NA,89725.4335691707,NA
319050501,32,"1","11",NA,2,NA,NA,89725.4335691707,NA
319220101,53,"2",NA,NA,6,NA,NA,89725.4335691707,NA
319220601,55,"2","6",NA,2,NA,NA,89725.4335691707,NA
319220701,30,"1","5",NA,3,NA,NA,89725.4335691707,NA
319220801,45,"1","6",NA,1,NA,NA,89725.4335691707,NA
319260301,30,"2","11",NA,4,NA,NA,89725.4335691707,NA
319260401,53,"2","11",NA,2,NA,NA,89725.4335691707,NA
319300101,78,"1","1","1",4,NA,NA,89725.4335691707,NA
319300201,80,"2","1","1",2,NA,NA,89725.4335691707,NA
319300401,50,"1",NA,"1",3,NA,NA,89725.4335691707,NA
319300701,82,"1",NA,"1",3,NA,NA,89725.4335691707,NA
319300801,66,"1",NA,"1",6,NA,NA,89725.4335691707,NA
319301001,77,"1","1","1",4,NA,NA,89725.4335691707,NA
319450101,28,"2","11",NA,2,NA,NA,89725.4335691707,NA
319450201,28,"2","11",NA,3,NA,NA,89725.4335691707,NA
319530101,60,"1","1","1",1,NA,NA,89725.4335691707,NA
319530201,47,"2","5","1",4,NA,NA,89725.4335691707,NA
319530301,58,"1","1","1",4,NA,NA,89725.4335691707,NA
319530501,61,"1",NA,"1",3,NA,NA,89725.4335691707,NA
319530601,58,"1","11","1",5,NA,NA,89725.4335691707,NA
319530701,77,"1","5","1",1,NA,NA,89725.4335691707,NA
319530901,65,"1","4","1",3,NA,NA,89725.4335691707,NA
319531001,60,"1","1","1",2,NA,NA,89725.4335691707,NA
319890401,67,"1","9",NA,2,NA,NA,89725.4335691707,NA
319890501,57,"2",NA,NA,2,NA,NA,89725.4335691707,NA
319890801,30,"1","8",NA,2,NA,NA,89725.4335691707,NA
319910101,73,"2","3",NA,8,NA,NA,89725.4335691707,NA
319910201,66,"1","5",NA,4,NA,NA,89725.4335691707,NA
319910301,54,"2","11",NA,3,NA,NA,89725.4335691707,NA
319910401,86,"2","3",NA,4,NA,NA,89725.4335691707,NA
319910501,82,"2","3",NA,4,NA,NA,89725.4335691707,NA
319910601,50,"2","8",NA,3,NA,NA,89725.4335691707,NA
319910701,70,"1","9",NA,1,NA,NA,89725.4335691707,NA
320240101,53,"1","5",NA,4,NA,NA,89725.4335691707,NA
320240201,67,"1","5",NA,5,NA,NA,89725.4335691707,NA
320240301,60,"1","5",NA,3,NA,NA,89725.4335691707,NA
320240401,45,"2","8",NA,3,NA,NA,89725.4335691707,NA
320240402,71,"1",NA,NA,1,NA,NA,89725.4335691707,NA
320240501,49,"1","5",NA,4,NA,NA,89725.4335691707,NA
320240601,52,"1","6",NA,4,NA,NA,89725.4335691707,NA
320240701,22,"1","9",NA,1,NA,NA,89725.4335691707,NA
320240801,59,"2",NA,NA,2,NA,NA,89725.4335691707,NA
320260201,33,"2","5","2",5,NA,NA,89725.4335691707,NA
320260401,26,"2","9","2",3,NA,NA,89725.4335691707,NA
320260501,32,"2","9","2",4,NA,NA,89725.4335691707,NA
320260601,37,"1","11","2",1,NA,NA,89725.4335691707,NA
320260701,48,"1","3","2",5,NA,NA,89725.4335691707,NA
320290101,48,"1",NA,"1",5,NA,NA,89725.4335691707,NA
320290301,59,"1","3","1",3,NA,NA,89725.4335691707,NA
320290401,50,"2","5","1",3,NA,NA,89725.4335691707,NA
320290601,37,"1","8","1",5,NA,NA,89725.4335691707,NA
320360101,25,"2","11",NA,2,NA,NA,89725.4335691707,NA
320360201,75,"2","12",NA,1,NA,NA,89725.4335691707,NA
320380201,54,"1","8","3",4,NA,NA,89725.4335691707,NA
320380401,63,"1","5","3",4,NA,NA,89725.4335691707,NA
320460401,58,"1","5",NA,2,NA,NA,89725.4335691707,NA
320460501,57,"1","3",NA,4,NA,NA,89725.4335691707,NA
320460601,56,"1","6",NA,2,NA,NA,89725.4335691707,NA
320460602,28,"1","9",NA,1,NA,NA,89725.4335691707,NA
320460801,49,"2","8",NA,3,NA,NA,89725.4335691707,NA
320540101,45,"1","11",NA,5,NA,NA,89725.4335691707,NA
320540201,46,"2","11",NA,2,NA,NA,89725.4335691707,NA
320540301,68,"1",NA,NA,2,NA,NA,89725.4335691707,NA
320540401,61,"2","6",NA,2,NA,NA,89725.4335691707,NA
320540501,40,"2","5",NA,2,NA,NA,89725.4335691707,NA
320540601,81,"2","5",NA,1,NA,NA,89725.4335691707,NA
320540701,53,"2","1",NA,2,NA,NA,89725.4335691707,NA
320710101,31,"1","11",NA,2,NA,NA,89725.4335691707,NA
320710701,22,"2","9",NA,1,NA,NA,89725.4335691707,NA
320710801,46,"1",NA,NA,1,NA,NA,89725.4335691707,NA
320730201,80,"1","9",NA,4,NA,NA,89725.4335691707,NA
320730701,69,"1","9",NA,2,NA,NA,89725.4335691707,NA
320760101,32,"1","8",NA,2,NA,NA,89725.4335691707,NA
320760301,32,"2","6",NA,4,NA,NA,89725.4335691707,NA
320760401,70,"2","1",NA,3,NA,NA,89725.4335691707,NA
320760701,63,"1","5",NA,4,NA,NA,89725.4335691707,NA
320760801,41,"2","11",NA,3,NA,NA,89725.4335691707,NA
320870401,35,"2","11",NA,1,NA,NA,89725.4335691707,NA
321060101,33,"1","9","3",2,NA,NA,89725.4335691707,NA
321060301,53,"1","11","3",3,NA,NA,89725.4335691707,NA
321060501,36,"1","11","3",2,NA,NA,89725.4335691707,NA
321060801,29,"1","1","3",4,NA,NA,89725.4335691707,NA
321470401,85,"1","5","3",4,NA,NA,89725.4335691707,NA
321470701,68,"2","11","3",2,NA,NA,89725.4335691707,NA
321610201,64,"2","1","2",4,NA,NA,89725.4335691707,NA
321610301,41,"1",NA,"2",2,NA,NA,89725.4335691707,NA
321610401,31,"1","8","2",3,NA,NA,89725.4335691707,NA
321610501,36,"1","-88","2",4,NA,NA,89725.4335691707,NA
321610601,66,"2","3","2",3,NA,NA,89725.4335691707,NA
321610801,42,"1","5","2",4,NA,NA,89725.4335691707,NA
321630301,66,"1","4",NA,2,NA,NA,89725.4335691707,NA
321630401,30,"1","5",NA,6,NA,NA,89725.4335691707,NA
321630501,33,"1","9",NA,4,NA,NA,89725.4335691707,NA
321630601,44,"2","6",NA,3,NA,NA,89725.4335691707,NA
321630701,65,"1","3",NA,3,NA,NA,89725.4335691707,NA
321630801,42,"2","7",NA,4,NA,NA,89725.4335691707,NA
321670401,31,"2","11",NA,2,NA,NA,89725.4335691707,NA
321670601,34,"1","8",NA,3,NA,NA,89725.4335691707,NA
321670701,25,"1","11",NA,3,NA,NA,89725.4335691707,NA
321670801,48,"2","8",NA,3,NA,NA,89725.4335691707,NA
321720601,54,"1","11",NA,2,NA,NA,89725.4335691707,NA
321720701,29,"2","9",NA,2,NA,NA,89725.4335691707,NA
321720801,42,"2","9",NA,2,NA,NA,89725.4335691707,NA
321750101,50,"2","5","2",3,NA,NA,89725.4335691707,NA
321750201,70,"2","3","2",2,NA,NA,89725.4335691707,NA
321750301,77,"1",NA,"2",6,NA,NA,89725.4335691707,NA
321750501,25,"1","4","2",2,NA,NA,89725.4335691707,NA
321750601,76,"2","1","2",4,NA,NA,89725.4335691707,NA
321750701,52,"1","6","2",3,NA,NA,89725.4335691707,NA
321750801,74,"1","5","2",2,NA,NA,89725.4335691707,NA
321790101,52,"2","1","1",7,NA,NA,89725.4335691707,NA
321790301,83,"1","1","1",1,NA,NA,89725.4335691707,NA
321790401,69,"1","3","1",2,NA,NA,89725.4335691707,NA
321790601,69,"2","1","1",3,NA,NA,89725.4335691707,NA
321790701,34,"2","5","1",4,NA,NA,89725.4335691707,NA
321790801,43,"2","5","1",2,NA,NA,89725.4335691707,NA
321970201,27,"1","1",NA,4,NA,NA,89725.4335691707,NA
321970401,55,"2","1",NA,5,NA,NA,89725.4335691707,NA
321970601,71,"2","4",NA,2,NA,NA,89725.4335691707,NA
321970701,79,"2","3",NA,4,NA,NA,89725.4335691707,NA
322040101,43,"2","3",NA,6,NA,NA,89725.4335691707,NA
322040201,67,"1","5",NA,1,NA,NA,89725.4335691707,NA
322040701,66,"2","1",NA,5,NA,NA,89725.4335691707,NA
322040801,61,"1","5",NA,6,NA,NA,89725.4335691707,NA
322320101,56,"2","12",NA,4,NA,NA,89725.4335691707,NA
322320201,66,"1","8",NA,4,NA,NA,89725.4335691707,NA
322320301,34,"1","11",NA,3,NA,NA,89725.4335691707,NA
322320401,38,"2","11",NA,4,NA,NA,89725.4335691707,NA
322320501,80,"1","12",NA,2,NA,NA,89725.4335691707,NA
322320601,33,"2","10",NA,2,NA,NA,89725.4335691707,NA
322320701,88,"2","9",NA,1,NA,NA,89725.4335691707,NA
322320801,70,"2","9",NA,1,NA,NA,89725.4335691707,NA
322650101,83,"1","1",NA,1,NA,NA,89725.4335691707,NA
322650401,50,"2","1",NA,1,NA,NA,89725.4335691707,NA
322650701,57,"2","5",NA,5,NA,NA,89725.4335691707,NA
322650801,25,"1","1",NA,4,NA,NA,89725.4335691707,NA
323450101,40,"2","6",NA,5,NA,NA,89725.4335691707,NA
323450201,62,"2","5",NA,3,NA,NA,89725.4335691707,NA
323450401,82,"1","5",NA,2,NA,NA,89725.4335691707,NA
323450501,56,"2",NA,NA,1,NA,NA,89725.4335691707,NA
323450701,57,"1","5",NA,1,NA,NA,89725.4335691707,NA
323450801,73,"2","5",NA,6,NA,NA,89725.4335691707,NA
323460501,80,"2","8",NA,1,NA,NA,89725.4335691707,NA
323530201,82,"1","11","3",2,NA,NA,89725.4335691707,NA
323530701,35,"2","11","3",2,NA,NA,89725.4335691707,NA
323560101,66,"2",NA,NA,1,NA,NA,89725.4335691707,NA
323560201,59,"2","1",NA,1,NA,NA,89725.4335691707,NA
323560401,67,"1",NA,NA,3,NA,NA,89725.4335691707,NA
323560501,60,"1","3",NA,4,NA,NA,89725.4335691707,NA
323560601,54,"1","5",NA,3,NA,NA,89725.4335691707,NA
323560701,59,"2","3",NA,2,NA,NA,89725.4335691707,NA
323560801,64,"2","3",NA,3,NA,NA,89725.4335691707,NA
323580201,45,"2","3","3",7,NA,NA,89725.4335691707,NA
323580501,53,"1","12","3",3,NA,NA,89725.4335691707,NA
323720101,71,"2","6","2",3,NA,NA,89725.4335691707,NA
323720301,72,"1","9","2",1,NA,NA,89725.4335691707,NA
323720401,48,"2","8","2",5,NA,NA,89725.4335691707,NA
323720501,57,"1","1","2",5,NA,NA,89725.4335691707,NA
323720601,32,"2","11","2",3,NA,NA,89725.4335691707,NA
323720701,26,"2","5","2",3,NA,NA,89725.4335691707,NA
323970101,25,"1","11","3",1,NA,NA,89725.4335691707,NA
323970401,43,"1","12","3",2,NA,NA,89725.4335691707,NA
323970601,43,"2","9","3",4,NA,NA,89725.4335691707,NA
323970701,35,"2","11","3",1,NA,NA,89725.4335691707,NA
323970801,46,"1","12","3",1,NA,NA,89725.4335691707,NA
324030101,72,"1","3",NA,2,NA,NA,89725.4335691707,NA
324030201,57,"2","6",NA,2,NA,NA,89725.4335691707,NA
324030401,59,"2","6",NA,2,NA,NA,89725.4335691707,NA
324030501,54,"1","11",NA,4,NA,NA,89725.4335691707,NA
324030601,45,"1","9",NA,4,NA,NA,89725.4335691707,NA
324030701,45,"1","11",NA,5,NA,NA,89725.4335691707,NA
324220101,35,"2","8","3",4,NA,NA,89725.4335691707,NA
324220301,30,"1","8","3",3,NA,NA,89725.4335691707,NA
324220401,31,"2","11","3",1,NA,NA,89725.4335691707,NA
324220701,40,"1","8","3",3,NA,NA,89725.4335691707,NA
324230201,33,"1","5",NA,3,NA,NA,89725.4335691707,NA
324230401,45,"2","6",NA,3,NA,NA,89725.4335691707,NA
324230601,53,"1",NA,NA,3,NA,NA,89725.4335691707,NA
324230701,37,"1","3",NA,7,NA,NA,89725.4335691707,NA
324310301,76,"2","1","2",4,NA,NA,89725.4335691707,NA
324310401,45,"2","5","2",5,NA,NA,89725.4335691707,NA
324310701,70,"1",NA,"2",3,NA,NA,89725.4335691707,NA
324310801,48,"2","1","2",5,NA,NA,89725.4335691707,NA
324340101,45,"2",NA,NA,3,NA,NA,89725.4335691707,NA
324340102,78,"2","1",NA,2,NA,NA,89725.4335691707,NA
324340301,40,"2","11",NA,3,NA,NA,89725.4335691707,NA
324340501,68,"1","1",NA,2,NA,NA,89725.4335691707,NA
324340601,68,"1","3",NA,2,NA,NA,89725.4335691707,NA
324340701,42,"1","8",NA,4,NA,NA,89725.4335691707,NA
324340801,57,"2","1",NA,2,NA,NA,89725.4335691707,NA
324341001,30,"2","4",NA,6,NA,NA,89725.4335691707,NA
324390101,29,"1","5",NA,1,NA,NA,89725.4335691707,NA
324390301,68,"2","6",NA,3,NA,NA,89725.4335691707,NA
324890101,50,"2",NA,"1",2,NA,NA,89725.4335691707,NA
324890201,33,"2","6","1",2,NA,NA,89725.4335691707,NA
324890301,30,"2","11","1",2,NA,NA,89725.4335691707,NA
324890401,66,"1","3","1",2,NA,NA,89725.4335691707,NA
324890501,50,"1","11","1",5,NA,NA,89725.4335691707,NA
324890601,46,"1","11","1",3,NA,NA,89725.4335691707,NA
324890701,71,"2","5","1",2,NA,NA,89725.4335691707,NA
324890801,79,"1","1","1",3,NA,NA,89725.4335691707,NA
324890802,36,"1","3","1",3,NA,NA,89725.4335691707,NA
324890901,40,"2","3","1",5,NA,NA,89725.4335691707,NA
324891001,55,"2","6","1",3,NA,NA,89725.4335691707,NA
324940101,24,"1","9","2",3,NA,NA,89725.4335691707,NA
324940201,60,"2","7","2",4,NA,NA,89725.4335691707,NA
324940301,31,"1","3","2",7,NA,NA,89725.4335691707,NA
324940401,20,"2","9","2",2,NA,NA,89725.4335691707,NA
324940601,59,"1","5","2",3,NA,NA,89725.4335691707,NA
324940801,64,"1","3","2",6,NA,NA,89725.4335691707,NA
325120201,33,"1","5","3",2,NA,NA,89725.4335691707,NA
325120601,34,"2","5","3",3,NA,NA,89725.4335691707,NA
325120701,29,"2","11","3",3,NA,NA,89725.4335691707,NA
325540101,81,"2","12","3",1,NA,NA,89725.4335691707,NA
325540301,78,"2","3","3",1,NA,NA,89725.4335691707,NA
325540401,34,"2","11","3",4,NA,NA,89725.4335691707,NA
325540601,29,"1","11","3",1,NA,NA,89725.4335691707,NA
325910401,25,"1","11",NA,1,NA,NA,89725.4335691707,NA
325910701,78,"1","4",NA,2,NA,NA,89725.4335691707,NA
326080401,50,"1","11","2",1,NA,NA,89725.4335691707,NA
326080501,30,"2","12","2",1,NA,NA,89725.4335691707,NA
326480201,78,"2","9","3",1,NA,NA,89725.4335691707,NA
326570201,75,"1","5","3",3,NA,NA,89725.4335691707,NA
326570401,67,"1","9","3",1,NA,NA,89725.4335691707,NA
326570601,46,"2","8","3",3,NA,NA,89725.4335691707,NA
326570801,60,"1","11","3",3,NA,NA,89725.4335691707,NA
326620101,73,"1","5","2",3,NA,NA,89725.4335691707,NA
326620301,33,"2","3","2",4,NA,NA,89725.4335691707,NA
326620601,61,"2","1","2",4,NA,NA,89725.4335691707,NA
326620701,32,"2","9","2",3,NA,NA,89725.4335691707,NA
326630101,31,"1","9","3",4,NA,NA,89725.4335691707,NA
326630201,38,"1","9","3",4,NA,NA,89725.4335691707,NA
326630401,56,"2","5","3",5,NA,NA,89725.4335691707,NA
326630501,76,"2","1","3",1,NA,NA,89725.4335691707,NA
326630601,37,"2","11","3",2,NA,NA,89725.4335691707,NA
326630701,23,"1","9","3",1,NA,NA,89725.4335691707,NA
326630801,50,"2","1","3",1,NA,NA,89725.4335691707,NA
326750101,81,"1","9","3",1,NA,NA,89725.4335691707,NA
326750201,29,"1","11","3",3,NA,NA,89725.4335691707,NA
326750301,34,"1","11","3",2,NA,NA,89725.4335691707,NA
326750701,40,"2","11","3",1,NA,NA,89725.4335691707,NA
326890701,71,"1",NA,"1",2,NA,NA,89725.4335691707,NA
326890801,42,"2","6","1",7,NA,NA,89725.4335691707,NA
326980401,49,"1","5",NA,3,NA,NA,89725.4335691707,NA
326980501,40,"2",NA,NA,4,NA,NA,89725.4335691707,NA
326980601,46,"2","11",NA,4,NA,NA,89725.4335691707,NA
326980701,57,"2","1",NA,4,NA,NA,89725.4335691707,NA
326980801,59,"1","8",NA,4,NA,NA,89725.4335691707,NA
326980901,30,"2","6",NA,5,NA,NA,89725.4335691707,NA
326981001,55,"2","5",NA,2,NA,NA,89725.4335691707,NA
327160201,29,"2","5",NA,4,NA,NA,89725.4335691707,NA
327160401,36,"1","5",NA,5,NA,NA,89725.4335691707,NA
327160501,22,"2","9",NA,1,NA,NA,89725.4335691707,NA
327160601,22,"2","3",NA,2,NA,NA,89725.4335691707,NA
327570101,62,"2","4",NA,2,NA,NA,89725.4335691707,NA
327570301,86,"2","1",NA,4,NA,NA,89725.4335691707,NA
327570401,75,"1","1",NA,3,NA,NA,89725.4335691707,NA
327570501,46,"1","11",NA,5,NA,NA,89725.4335691707,NA
327570701,46,"2","5",NA,5,NA,NA,89725.4335691707,NA
327640101,41,"1","5","2",5,NA,NA,89725.4335691707,NA
327640401,48,"2","5","2",3,NA,NA,89725.4335691707,NA
327640701,37,"2","5","2",5,NA,NA,89725.4335691707,NA
327950101,63,"1","12","3",3,NA,NA,89725.4335691707,NA
327950601,36,"2","10","3",2,NA,NA,89725.4335691707,NA
327950801,26,"2","12","3",1,NA,NA,89725.4335691707,NA
327980501,56,"1","11","3",4,NA,NA,89725.4335691707,NA
327980601,64,"2","11","3",2,NA,NA,89725.4335691707,NA
328000101,48,"2","5","2",1,NA,NA,89725.4335691707,NA
328000501,40,"2","3","2",5,NA,NA,89725.4335691707,NA
328000601,31,"2",NA,"2",3,NA,NA,89725.4335691707,NA
328010201,41,"1","12",NA,2,NA,NA,89725.4335691707,NA
