"folio","edad","sexo","educacion","cse","n_personas","macrozona","prob_gastar_comida_fuera","gasto_cond_comida_fuera","gasto_esp_comida_fuera"
148300701,75,"1",NA,NA,2,NA,NA,89725.4335691707,NA
148300801,73,"1","1",NA,4,NA,NA,89725.4335691707,NA
148300901,31,"2","7",NA,5,NA,NA,89725.4335691707,NA
148301001,86,"2","1",NA,2,NA,NA,89725.4335691707,NA
148440101,80,"2","4","2",1,NA,NA,89725.4335691707,NA
148440201,32,"1","5","2",1,NA,NA,89725.4335691707,NA
148440401,41,"1","5","2",7,NA,NA,89725.4335691707,NA
148440501,34,"2","8","2",3,NA,NA,89725.4335691707,NA
148440801,67,"2","3","2",6,NA,NA,89725.4335691707,NA
148480101,57,"2","5","2",4,NA,NA,89725.4335691707,NA
148480102,57,"1","6","2",5,NA,NA,89725.4335691707,NA
148480201,94,"1","5","2",2,NA,NA,89725.4335691707,NA
148480301,59,"1","5","2",4,NA,NA,89725.4335691707,NA
148480401,83,"2","1","2",1,NA,NA,89725.4335691707,NA
148480501,49,"2","5","2",5,NA,NA,89725.4335691707,NA
148530101,42,"2","5",NA,3,NA,NA,89725.4335691707,NA
148530201,62,"1",NA,NA,3,NA,NA,89725.4335691707,NA
148530301,40,"2","5",NA,5,NA,NA,89725.4335691707,NA
148530401,40,"2","5",NA,4,NA,NA,89725.4335691707,NA
148530501,29,"1","12",NA,3,NA,NA,89725.4335691707,NA
148530601,41,"1","11",NA,4,NA,NA,89725.4335691707,NA
148530701,48,"1","5",NA,4,NA,NA,89725.4335691707,NA
148630101,31,"2","11",NA,2,NA,NA,89725.4335691707,NA
148630301,81,"2","4",NA,1,NA,NA,89725.4335691707,NA
148630401,44,"1","5",NA,1,NA,NA,89725.4335691707,NA
148630501,91,"1",NA,NA,1,NA,NA,89725.4335691707,NA
148700201,31,"1","11",NA,1,NA,NA,89725.4335691707,NA
148700301,55,"2","5",NA,3,NA,NA,89725.4335691707,NA
148700401,32,"1","8",NA,1,NA,NA,89725.4335691707,NA
148700801,38,"2","10",NA,3,NA,NA,89725.4335691707,NA
148710301,56,"1","1","2",2,NA,NA,89725.4335691707,NA
148710501,78,"2","5","2",2,NA,NA,89725.4335691707,NA
148710601,35,"1","9","2",3,NA,NA,89725.4335691707,NA
148710701,48,"2","5","2",4,NA,NA,89725.4335691707,NA
148790101,27,"1","3",NA,1,NA,NA,89725.4335691707,NA
148790201,80,"2",NA,NA,2,NA,NA,89725.4335691707,NA
148790301,77,"2","1",NA,4,NA,NA,89725.4335691707,NA
148790501,84,"2","1",NA,2,NA,NA,89725.4335691707,NA
148790601,39,"1","11",NA,6,NA,NA,89725.4335691707,NA
148790801,39,"2","11",NA,4,NA,NA,89725.4335691707,NA
148830601,50,"1","8","3",1,NA,NA,89725.4335691707,NA
148900701,80,"2","8","3",1,NA,NA,89725.4335691707,NA
148940101,59,"1","1","1",2,NA,NA,89725.4335691707,NA
148940102,57,"1",NA,"1",2,NA,NA,89725.4335691707,NA
148940301,44,"1","6","1",4,NA,NA,89725.4335691707,NA
148940401,30,"1","5","1",4,NA,NA,89725.4335691707,NA
148940501,85,"1",NA,"1",1,NA,NA,89725.4335691707,NA
148940601,70,"1","1","1",2,NA,NA,89725.4335691707,NA
148940701,38,"1","5","1",4,NA,NA,89725.4335691707,NA
148940901,34,"2","6","1",5,NA,NA,89725.4335691707,NA
148941001,69,"2","1","1",3,NA,NA,89725.4335691707,NA
149060101,80,"1","1",NA,4,NA,NA,89725.4335691707,NA
149060201,54,"1",NA,NA,3,NA,NA,89725.4335691707,NA
149060601,65,"1","1",NA,2,NA,NA,89725.4335691707,NA
149060701,57,"2","1",NA,3,NA,NA,89725.4335691707,NA
149060801,71,"1","3",NA,2,NA,NA,89725.4335691707,NA
149240101,90,"1","3","2",2,NA,NA,89725.4335691707,NA
149240201,63,"1","5","2",4,NA,NA,89725.4335691707,NA
149240301,40,"1","5","2",6,NA,NA,89725.4335691707,NA
149240401,32,"2","5","2",2,NA,NA,89725.4335691707,NA
149240501,59,"1","5","2",3,NA,NA,89725.4335691707,NA
149240601,50,"1","5","2",3,NA,NA,89725.4335691707,NA
149240701,50,"1",NA,"2",2,NA,NA,89725.4335691707,NA
149240801,34,"1","5","2",5,NA,NA,89725.4335691707,NA
149240802,43,"2","5","2",1,NA,NA,89725.4335691707,NA
149240803,57,"2","1","2",1,NA,NA,89725.4335691707,NA
149240804,33,"1","3","2",2,NA,NA,89725.4335691707,NA
149240805,32,"1","5","2",3,NA,NA,89725.4335691707,NA
149320101,37,"1","9","2",1,NA,NA,89725.4335691707,NA
149320201,44,"1","5","2",2,NA,NA,89725.4335691707,NA
149320301,38,"1","11","2",3,NA,NA,89725.4335691707,NA
149320601,67,"1","7","2",4,NA,NA,89725.4335691707,NA
149320801,67,"1",NA,"2",2,NA,NA,89725.4335691707,NA
149360401,43,"2","5","2",7,NA,NA,89725.4335691707,NA
149360501,65,"2",NA,"2",3,NA,NA,89725.4335691707,NA
149360701,75,"1","1","2",2,NA,NA,89725.4335691707,NA
149490201,82,"2","5","2",4,NA,NA,89725.4335691707,NA
149490301,94,"1",NA,"2",5,NA,NA,89725.4335691707,NA
149490401,36,"1","6","2",1,NA,NA,89725.4335691707,NA
149490501,35,"1","9","2",4,NA,NA,89725.4335691707,NA
149490601,51,"2","7","2",2,NA,NA,89725.4335691707,NA
149490701,57,"2","6","2",2,NA,NA,89725.4335691707,NA
149520101,58,"1","7",NA,1,NA,NA,89725.4335691707,NA
149520301,69,"1","9",NA,5,NA,NA,89725.4335691707,NA
149520401,82,"2",NA,NA,1,NA,NA,89725.4335691707,NA
149520701,45,"2","11",NA,3,NA,NA,89725.4335691707,NA
149520801,78,"2","6",NA,2,NA,NA,89725.4335691707,NA
149810101,44,"2","11","3",2,NA,NA,89725.4335691707,NA
149810201,63,"2","8","3",1,NA,NA,89725.4335691707,NA
149810301,55,"2","11","3",5,NA,NA,89725.4335691707,NA
149810501,65,"2","11","3",2,NA,NA,89725.4335691707,NA
149810601,69,"1","11","3",2,NA,NA,89725.4335691707,NA
149810701,59,"1","11","3",3,NA,NA,89725.4335691707,NA
149840101,35,"1",NA,NA,1,NA,NA,89725.4335691707,NA
149840201,54,"2","5",NA,5,NA,NA,89725.4335691707,NA
149840401,54,"1","4",NA,6,NA,NA,89725.4335691707,NA
149840701,42,"2","1",NA,4,NA,NA,89725.4335691707,NA
149840801,48,"1","11",NA,2,NA,NA,89725.4335691707,NA
149840901,83,"2","1",NA,3,NA,NA,89725.4335691707,NA
149841001,54,"1",NA,NA,2,NA,NA,89725.4335691707,NA
149990101,48,"2","11","3",2,NA,NA,89725.4335691707,NA
149990301,36,"1","7","3",3,NA,NA,89725.4335691707,NA
149990801,50,"1","6","3",3,NA,NA,89725.4335691707,NA
150090401,39,"1","11",NA,3,NA,NA,89725.4335691707,NA
150120301,62,"2","3","3",6,NA,NA,89725.4335691707,NA
150120401,60,"1","1","3",5,NA,NA,89725.4335691707,NA
150120501,39,"2","11","3",4,NA,NA,89725.4335691707,NA
150120601,61,"2","5","3",1,NA,NA,89725.4335691707,NA
150120701,49,"2","11","3",5,NA,NA,89725.4335691707,NA
150120801,72,"1",NA,"3",4,NA,NA,89725.4335691707,NA
150450101,77,"1","1","2",1,NA,NA,89725.4335691707,NA
150450301,71,"1","1","2",2,NA,NA,89725.4335691707,NA
150450401,40,"1","5","2",3,NA,NA,89725.4335691707,NA
150450501,32,"2","11","2",4,NA,NA,89725.4335691707,NA
150450502,50,"2","5","2",2,NA,NA,89725.4335691707,NA
150450601,56,"2","6","2",2,NA,NA,89725.4335691707,NA
150450701,31,"2","5","2",4,NA,NA,89725.4335691707,NA
150450801,59,"1","1","2",1,NA,NA,89725.4335691707,NA
150460101,69,"1","5","1",2,NA,NA,89725.4335691707,NA
150460201,49,"1","5","1",1,NA,NA,89725.4335691707,NA
150460301,78,"2","5","1",2,NA,NA,89725.4335691707,NA
150460501,49,"2",NA,"1",3,NA,NA,89725.4335691707,NA
150460601,82,"1","1","1",1,NA,NA,89725.4335691707,NA
150460801,75,"1","5","1",6,NA,NA,89725.4335691707,NA
150490201,31,"2","10",NA,3,NA,NA,89725.4335691707,NA
150490301,62,"1","11",NA,5,NA,NA,89725.4335691707,NA
150490501,53,"2","12",NA,4,NA,NA,89725.4335691707,NA
150610401,74,"2","11","3",2,NA,NA,89725.4335691707,NA
150610501,40,"2","11","3",3,NA,NA,89725.4335691707,NA
150610701,60,"1","11","3",6,NA,NA,89725.4335691707,NA
150610801,36,"1","12","3",3,NA,NA,89725.4335691707,NA
150760101,62,"1","5",NA,3,NA,NA,89725.4335691707,NA
150760201,58,"1","6",NA,3,NA,NA,89725.4335691707,NA
150760501,71,"2","9",NA,1,NA,NA,89725.4335691707,NA
150760601,31,"1","9",NA,2,NA,NA,89725.4335691707,NA
150760801,48,"2","9",NA,4,NA,NA,89725.4335691707,NA
151110101,78,"1","1","2",2,NA,NA,89725.4335691707,NA
151110102,56,"1","1","2",4,NA,NA,89725.4335691707,NA
151110201,31,"2","3","2",5,NA,NA,89725.4335691707,NA
151110301,79,"2","3","2",1,NA,NA,89725.4335691707,NA
151110401,63,"1","5","2",3,NA,NA,89725.4335691707,NA
151110501,44,"1","12","2",4,NA,NA,89725.4335691707,NA
151110601,74,"2","5","2",1,NA,NA,89725.4335691707,NA
151110701,58,"2","1","2",4,NA,NA,89725.4335691707,NA
151110801,47,"2","6","2",3,NA,NA,89725.4335691707,NA
151280801,41,"1","12","3",3,NA,NA,89725.4335691707,NA
151300601,80,"1","4",NA,2,NA,NA,89725.4335691707,NA
151530101,79,"2",NA,"2",1,NA,NA,89725.4335691707,NA
151530301,40,"1","6","2",4,NA,NA,89725.4335691707,NA
151530401,54,"1",NA,"2",2,NA,NA,89725.4335691707,NA
151620801,82,"1","11",NA,1,NA,NA,89725.4335691707,NA
151740101,36,"1","10","2",4,NA,NA,89725.4335691707,NA
151740301,74,"2","5","2",2,NA,NA,89725.4335691707,NA
151740601,52,"1","5","2",4,NA,NA,89725.4335691707,NA
151740701,56,"1","3","2",8,NA,NA,89725.4335691707,NA
152000101,41,"2","5",NA,5,NA,NA,89725.4335691707,NA
152000301,57,"2","1",NA,3,NA,NA,89725.4335691707,NA
152000401,66,"1","1",NA,2,NA,NA,89725.4335691707,NA
152000501,24,"2","3",NA,2,NA,NA,89725.4335691707,NA
152000601,47,"2","5",NA,1,NA,NA,89725.4335691707,NA
152000701,80,"2",NA,NA,1,NA,NA,89725.4335691707,NA
152000801,35,"1",NA,NA,7,NA,NA,89725.4335691707,NA
152000802,46,"2","1",NA,2,NA,NA,89725.4335691707,NA
152040501,41,"2","5",NA,2,NA,NA,89725.4335691707,NA
152040601,34,"2","8",NA,3,NA,NA,89725.4335691707,NA
152040801,25,"1","6",NA,2,NA,NA,89725.4335691707,NA
152130101,60,"1","8","3",1,NA,NA,89725.4335691707,NA
152130201,58,"1","11","3",3,NA,NA,89725.4335691707,NA
152130401,47,"1","5","3",4,NA,NA,89725.4335691707,NA
152130601,66,"1","3","3",2,NA,NA,89725.4335691707,NA
152140101,71,"1","8","2",3,NA,NA,89725.4335691707,NA
152140301,24,"1","7","2",1,NA,NA,89725.4335691707,NA
152140401,68,"2","11","2",2,NA,NA,89725.4335691707,NA
152140501,61,"2","3","2",6,NA,NA,89725.4335691707,NA
152140701,78,"1","3","2",2,NA,NA,89725.4335691707,NA
152140801,82,"2","3","2",3,NA,NA,89725.4335691707,NA
152200801,31,"1","8",NA,2,NA,NA,89725.4335691707,NA
152500201,34,"1","11","3",3,NA,NA,89725.4335691707,NA
152500301,40,"2","12","3",1,NA,NA,89725.4335691707,NA
152500401,43,"2","11","3",3,NA,NA,89725.4335691707,NA
152500701,37,"2","12","3",2,NA,NA,89725.4335691707,NA
152500801,77,"1","1","3",2,NA,NA,89725.4335691707,NA
152860101,57,"2","3",NA,4,NA,NA,89725.4335691707,NA
152860201,60,"2","5",NA,2,NA,NA,89725.4335691707,NA
152860202,37,"2","5",NA,3,NA,NA,89725.4335691707,NA
152860301,45,"2","5",NA,3,NA,NA,89725.4335691707,NA
152860501,52,"2","6",NA,3,NA,NA,89725.4335691707,NA
152860601,35,"2","6",NA,1,NA,NA,89725.4335691707,NA
152860701,44,"2","3",NA,2,NA,NA,89725.4335691707,NA
152860801,32,"1",NA,NA,3,NA,NA,89725.4335691707,NA
153190101,84,"1","12","3",2,NA,NA,89725.4335691707,NA
153230101,43,"2","6","1",3,NA,NA,89725.4335691707,NA
153230201,82,"2","1","1",2,NA,NA,89725.4335691707,NA
153230301,67,"2","5","1",4,NA,NA,89725.4335691707,NA
153230501,32,"2","11","1",3,NA,NA,89725.4335691707,NA
153230801,80,"1",NA,"1",4,NA,NA,89725.4335691707,NA
153500301,85,"1","11","3",1,NA,NA,89725.4335691707,NA
153500701,78,"1","12","3",3,NA,NA,89725.4335691707,NA
153890201,34,"1","11","3",2,NA,NA,89725.4335691707,NA
153890301,46,"2","8","3",2,NA,NA,89725.4335691707,NA
153890401,32,"1","11","3",1,NA,NA,89725.4335691707,NA
153890801,41,"1","11","3",2,NA,NA,89725.4335691707,NA
153960101,27,"1","11",NA,2,NA,NA,89725.4335691707,NA
153960401,36,"1","12",NA,2,NA,NA,89725.4335691707,NA
153960601,35,"2","10",NA,1,NA,NA,89725.4335691707,NA
153980201,46,"1","6",NA,2,NA,NA,89725.4335691707,NA
153980301,30,"2","6",NA,2,NA,NA,89725.4335691707,NA
153980401,32,"1","5",NA,4,NA,NA,89725.4335691707,NA
153980501,41,"2","6",NA,6,NA,NA,89725.4335691707,NA
153980701,44,"2","6",NA,3,NA,NA,89725.4335691707,NA
154190501,37,"2","8",NA,2,NA,NA,89725.4335691707,NA
154190601,26,"2","5",NA,2,NA,NA,89725.4335691707,NA
154220301,34,"1","11","3",2,NA,NA,89725.4335691707,NA
154220401,42,"2","11","3",3,NA,NA,89725.4335691707,NA
154220601,37,"1","12","3",4,NA,NA,89725.4335691707,NA
154300301,28,"2","11","3",1,NA,NA,89725.4335691707,NA
154300501,31,"2","8","3",2,NA,NA,89725.4335691707,NA
154320301,46,"2","10","3",6,NA,NA,89725.4335691707,NA
154320501,45,"1","10","3",4,NA,NA,89725.4335691707,NA
154440201,48,"2","5","3",2,NA,NA,89725.4335691707,NA
154440401,52,"2",NA,"3",2,NA,NA,89725.4335691707,NA
154440601,63,"1","1","3",2,NA,NA,89725.4335691707,NA
154440701,43,"2","6","3",3,NA,NA,89725.4335691707,NA
154440801,54,"1","5","3",4,NA,NA,89725.4335691707,NA
154450101,54,"1",NA,NA,3,NA,NA,89725.4335691707,NA
154450501,33,"2","5",NA,3,NA,NA,89725.4335691707,NA
154450701,45,"1","9",NA,2,NA,NA,89725.4335691707,NA
154470101,79,"2","1","2",2,NA,NA,89725.4335691707,NA
154470201,38,"1","5","2",5,NA,NA,89725.4335691707,NA
154470401,53,"2","5","2",4,NA,NA,89725.4335691707,NA
154470501,58,"1",NA,"2",1,NA,NA,89725.4335691707,NA
154470601,65,"1","4","2",1,NA,NA,89725.4335691707,NA
154470701,66,"1","4","2",2,NA,NA,89725.4335691707,NA
154470801,74,"1",NA,"2",3,NA,NA,89725.4335691707,NA
154520201,56,"2","3",NA,2,NA,NA,89725.4335691707,NA
154520401,44,"1","3",NA,4,NA,NA,89725.4335691707,NA
154520601,54,"1","5",NA,2,NA,NA,89725.4335691707,NA
154520801,45,"2","3",NA,4,NA,NA,89725.4335691707,NA
154640101,34,"2","8",NA,6,NA,NA,89725.4335691707,NA
154640201,66,"2","5",NA,5,NA,NA,89725.4335691707,NA
154640301,60,"2","5",NA,2,NA,NA,89725.4335691707,NA
154640401,61,"2",NA,NA,2,NA,NA,89725.4335691707,NA
154640501,39,"1","9",NA,4,NA,NA,89725.4335691707,NA
154640701,64,"2","3",NA,2,NA,NA,89725.4335691707,NA
154640801,80,"2","1",NA,2,NA,NA,89725.4335691707,NA
154710101,39,"2","9","3",1,NA,NA,89725.4335691707,NA
154710102,37,"2","11","3",1,NA,NA,89725.4335691707,NA
154710401,34,"1","12","3",2,NA,NA,89725.4335691707,NA
154710501,46,"2","11","3",3,NA,NA,89725.4335691707,NA
155090301,66,"2","3",NA,4,NA,NA,89725.4335691707,NA
155090401,80,"1","8",NA,2,NA,NA,89725.4335691707,NA
155090701,36,"2","11",NA,1,NA,NA,89725.4335691707,NA
155090801,55,"1","5",NA,5,NA,NA,89725.4335691707,NA
155090901,72,"1","3",NA,5,NA,NA,89725.4335691707,NA
155091001,42,"1","5",NA,4,NA,NA,89725.4335691707,NA
155220101,74,"2","3",NA,2,NA,NA,89725.4335691707,NA
155220201,74,"2",NA,NA,2,NA,NA,89725.4335691707,NA
155220701,32,"2","8",NA,2,NA,NA,89725.4335691707,NA
155220801,24,"2","7",NA,3,NA,NA,89725.4335691707,NA
155220802,62,"2","11",NA,1,NA,NA,89725.4335691707,NA
155420101,62,"1","9","2",2,NA,NA,89725.4335691707,NA
155420201,53,"2","6","2",2,NA,NA,89725.4335691707,NA
155420301,78,"2",NA,"2",4,NA,NA,89725.4335691707,NA
155420601,73,"2","1","2",1,NA,NA,89725.4335691707,NA
155420701,66,"1","3","2",2,NA,NA,89725.4335691707,NA
155420801,60,"2","8","2",1,NA,NA,89725.4335691707,NA
155430401,34,"2","12",NA,2,NA,NA,89725.4335691707,NA
155510101,31,"2","6","3",4,NA,NA,89725.4335691707,NA
155510201,31,"2","11","3",2,NA,NA,89725.4335691707,NA
155510301,34,"2","11","3",4,NA,NA,89725.4335691707,NA
155510601,42,"2","5","3",3,NA,NA,89725.4335691707,NA
155510701,39,"1","12","3",1,NA,NA,89725.4335691707,NA
155510801,38,"2","6","3",2,NA,NA,89725.4335691707,NA
155660101,51,"1","5","2",4,NA,NA,89725.4335691707,NA
155660201,37,"2","5","2",6,NA,NA,89725.4335691707,NA
155660301,56,"2","5","2",4,NA,NA,89725.4335691707,NA
155660401,54,"2","6","2",4,NA,NA,89725.4335691707,NA
155660601,55,"2","7","2",3,NA,NA,89725.4335691707,NA
155660701,76,"2","5","2",2,NA,NA,89725.4335691707,NA
156220101,47,"1","3","2",3,NA,NA,89725.4335691707,NA
156220201,42,"2",NA,"2",7,NA,NA,89725.4335691707,NA
156220501,33,"2","5","2",4,NA,NA,89725.4335691707,NA
156220601,69,"2","3","2",2,NA,NA,89725.4335691707,NA
156220701,58,"1","3","2",4,NA,NA,89725.4335691707,NA
156220801,28,"1","5","2",3,NA,NA,89725.4335691707,NA
156370601,69,"2","7","2",3,NA,NA,89725.4335691707,NA
156370801,54,"2","1","2",2,NA,NA,89725.4335691707,NA
156850401,52,"1","11",NA,1,NA,NA,89725.4335691707,NA
156850601,39,"1","11",NA,3,NA,NA,89725.4335691707,NA
156850701,35,"2","12",NA,1,NA,NA,89725.4335691707,NA
156870701,76,"2","6","2",3,NA,NA,89725.4335691707,NA
156930101,81,"2",NA,"1",2,NA,NA,89725.4335691707,NA
156930201,74,"1",NA,"1",1,NA,NA,89725.4335691707,NA
156930401,38,"1","1","1",6,NA,NA,89725.4335691707,NA
156930601,62,"1","1","1",6,NA,NA,89725.4335691707,NA
156930701,56,"2",NA,"1",4,NA,NA,89725.4335691707,NA
156930801,36,"1","1","1",2,NA,NA,89725.4335691707,NA
156950201,38,"1","12","3",4,NA,NA,89725.4335691707,NA
156950601,39,"2","11","3",2,NA,NA,89725.4335691707,NA
157050301,26,"1","9","3",2,NA,NA,89725.4335691707,NA
157050401,31,"2","7","3",4,NA,NA,89725.4335691707,NA
157050501,74,"2","8","3",1,NA,NA,89725.4335691707,NA
158120101,43,"1","6","2",2,NA,NA,89725.4335691707,NA
158120201,85,"2","1","2",3,NA,NA,89725.4335691707,NA
158120301,52,"2","3","2",4,NA,NA,89725.4335691707,NA
158120501,45,"1","11","2",2,NA,NA,89725.4335691707,NA
158120601,55,"1","5","2",4,NA,NA,89725.4335691707,NA
158200201,45,"2","6",NA,4,NA,NA,89725.4335691707,NA
158200301,72,"2","3",NA,2,NA,NA,89725.4335691707,NA
158200501,70,"1","-88",NA,1,NA,NA,89725.4335691707,NA
158200601,80,"2","5",NA,2,NA,NA,89725.4335691707,NA
158200801,68,"1",NA,NA,3,NA,NA,89725.4335691707,NA
158490101,30,"2","11","3",3,NA,NA,89725.4335691707,NA
158490501,71,"1","6","3",3,NA,NA,89725.4335691707,NA
158490701,35,"2","11","3",1,NA,NA,89725.4335691707,NA
158560101,53,"1","5","1",3,NA,NA,89725.4335691707,NA
158560102,67,"2",NA,"1",1,NA,NA,89725.4335691707,NA
158560201,34,"1","5","1",5,NA,NA,89725.4335691707,NA
158560301,72,"1","1","1",2,NA,NA,89725.4335691707,NA
158560401,63,"2","8","1",3,NA,NA,89725.4335691707,NA
158560501,71,"1",NA,"1",1,NA,NA,89725.4335691707,NA
158560601,49,"2","5","1",3,NA,NA,89725.4335691707,NA
158560701,59,"2","5","1",5,NA,NA,89725.4335691707,NA
158560801,39,"1","6","1",4,NA,NA,89725.4335691707,NA
158680101,49,"1","3",NA,2,NA,NA,89725.4335691707,NA
158680301,32,"1","9",NA,1,NA,NA,89725.4335691707,NA
158680501,35,"1","6",NA,3,NA,NA,89725.4335691707,NA
158680601,56,"1","8",NA,4,NA,NA,89725.4335691707,NA
158680701,43,"2","5",NA,5,NA,NA,89725.4335691707,NA
158680801,30,"1","5",NA,2,NA,NA,89725.4335691707,NA
158890601,23,"2","5","2",2,NA,NA,89725.4335691707,NA
158890801,73,"1",NA,"2",2,NA,NA,89725.4335691707,NA
159040101,87,"2","11",NA,2,NA,NA,89725.4335691707,NA
159040401,33,"1","12",NA,1,NA,NA,89725.4335691707,NA
159040601,29,"2","10",NA,1,NA,NA,89725.4335691707,NA
159040701,37,"1","11",NA,1,NA,NA,89725.4335691707,NA
159050101,40,"2",NA,NA,4,NA,NA,89725.4335691707,NA
159050201,52,"2","6",NA,4,NA,NA,89725.4335691707,NA
159050301,63,"1","1",NA,1,NA,NA,89725.4335691707,NA
159050701,47,"2",NA,NA,4,NA,NA,89725.4335691707,NA
159050801,32,"2","6",NA,2,NA,NA,89725.4335691707,NA
159150201,66,"2","11","3",2,NA,NA,89725.4335691707,NA
159150601,64,"1","12","3",3,NA,NA,89725.4335691707,NA
159400101,56,"1","12",NA,7,NA,NA,89725.4335691707,NA
159400601,63,"1","9",NA,2,NA,NA,89725.4335691707,NA
159400701,67,"1","11",NA,3,NA,NA,89725.4335691707,NA
159760201,67,"2","7","3",3,NA,NA,89725.4335691707,NA
159760501,56,"1","11","3",1,NA,NA,89725.4335691707,NA
159760701,53,"2","12","3",3,NA,NA,89725.4335691707,NA
159780101,41,"2","12","3",1,NA,NA,89725.4335691707,NA
159780301,28,"2","11","3",2,NA,NA,89725.4335691707,NA
159780701,27,"1","12","3",1,NA,NA,89725.4335691707,NA
159780801,35,"2","12","3",1,NA,NA,89725.4335691707,NA
159790101,88,"1","1",NA,1,NA,NA,89725.4335691707,NA
159790401,52,"1","5",NA,2,NA,NA,89725.4335691707,NA
159820401,81,"2","4","2",2,NA,NA,89725.4335691707,NA
159820701,47,"1","12","2",3,NA,NA,89725.4335691707,NA
159820801,47,"1","11","2",5,NA,NA,89725.4335691707,NA
159950101,62,"2",NA,NA,1,NA,NA,89725.4335691707,NA
159950301,47,"2","3",NA,2,NA,NA,89725.4335691707,NA
159950401,72,"1","4",NA,3,NA,NA,89725.4335691707,NA
159950501,62,"1","5",NA,5,NA,NA,89725.4335691707,NA
159950601,62,"1","8",NA,4,NA,NA,89725.4335691707,NA
159950701,62,"2",NA,NA,3,NA,NA,89725.4335691707,NA
159950801,65,"2","8",NA,5,NA,NA,89725.4335691707,NA
160410301,44,"2","12","3",3,NA,NA,89725.4335691707,NA
160410401,86,"2","11","3",2,NA,NA,89725.4335691707,NA
160410501,44,"1","9","3",4,NA,NA,89725.4335691707,NA
160410801,67,"1","11","3",1,NA,NA,89725.4335691707,NA
160480101,82,"2","3",NA,1,NA,NA,89725.4335691707,NA
160480201,61,"1","11",NA,4,NA,NA,89725.4335691707,NA
160480301,92,"2",NA,NA,2,NA,NA,89725.4335691707,NA
160480401,47,"1",NA,NA,4,NA,NA,89725.4335691707,NA
160480501,29,"2","3",NA,3,NA,NA,89725.4335691707,NA
160480601,50,"2","1",NA,2,NA,NA,89725.4335691707,NA
160480701,60,"1","1",NA,6,NA,NA,89725.4335691707,NA
160480801,75,"1","1",NA,2,NA,NA,89725.4335691707,NA
160480901,65,"2","5",NA,5,NA,NA,89725.4335691707,NA
160481001,39,"1",NA,NA,3,NA,NA,89725.4335691707,NA
160670101,68,"1","3",NA,3,NA,NA,89725.4335691707,NA
160670201,58,"2","1",NA,3,NA,NA,89725.4335691707,NA
160670301,33,"1",NA,NA,1,NA,NA,89725.4335691707,NA
160670401,83,"2","1",NA,1,NA,NA,89725.4335691707,NA
160670501,38,"2","5",NA,2,NA,NA,89725.4335691707,NA
160670701,77,"1","3",NA,1,NA,NA,89725.4335691707,NA
160670801,72,"1",NA,NA,4,NA,NA,89725.4335691707,NA
160670901,85,"2","12",NA,1,NA,NA,89725.4335691707,NA
160671001,76,"2","3",NA,1,NA,NA,89725.4335691707,NA
160800301,58,"2",NA,NA,2,NA,NA,89725.4335691707,NA
160800801,72,"1","1",NA,2,NA,NA,89725.4335691707,NA
160800901,72,"1","8",NA,1,NA,NA,89725.4335691707,NA
160801001,42,"1","12",NA,2,NA,NA,89725.4335691707,NA
160980101,32,"2","11","3",2,NA,NA,89725.4335691707,NA
160980201,73,"1","11","3",3,NA,NA,89725.4335691707,NA
160980301,75,"1","9","3",7,NA,NA,89725.4335691707,NA
160980401,36,"1","11","3",3,NA,NA,89725.4335691707,NA
160980501,44,"2","8","3",4,NA,NA,89725.4335691707,NA
160980601,52,"1","-88","3",3,NA,NA,89725.4335691707,NA
160980701,23,"1","9","3",3,NA,NA,89725.4335691707,NA
161190201,40,"2","8",NA,2,NA,NA,89725.4335691707,NA
161190301,26,"1","11",NA,1,NA,NA,89725.4335691707,NA
161190501,50,"2","11",NA,2,NA,NA,89725.4335691707,NA
161190601,34,"2","11",NA,3,NA,NA,89725.4335691707,NA
161190801,50,"2","11",NA,4,NA,NA,89725.4335691707,NA
161250101,57,"1","1","2",2,NA,NA,89725.4335691707,NA
161250301,53,"2","6","2",1,NA,NA,89725.4335691707,NA
161250401,54,"2","8","2",3,NA,NA,89725.4335691707,NA
161250601,63,"1","8","2",3,NA,NA,89725.4335691707,NA
161250801,61,"2","3","2",2,NA,NA,89725.4335691707,NA
161290101,58,"2","8","2",2,NA,NA,89725.4335691707,NA
161290201,71,"1",NA,"2",3,NA,NA,89725.4335691707,NA
161290401,53,"2","8","2",3,NA,NA,89725.4335691707,NA
161290501,73,"1","11","2",1,NA,NA,89725.4335691707,NA
161290601,79,"1","3","2",1,NA,NA,89725.4335691707,NA
161290602,54,"2","3","2",2,NA,NA,89725.4335691707,NA
161410201,60,"1","6","1",2,NA,NA,89725.4335691707,NA
161410301,26,"2","8","1",2,NA,NA,89725.4335691707,NA
161410302,47,"2","9","1",2,NA,NA,89725.4335691707,NA
161410401,29,"2","9","1",3,NA,NA,89725.4335691707,NA
161410501,46,"2","4","1",3,NA,NA,89725.4335691707,NA
161410601,49,"1","6","1",3,NA,NA,89725.4335691707,NA
161410701,61,"2","1","1",4,NA,NA,89725.4335691707,NA
161410801,70,"1",NA,"1",2,NA,NA,89725.4335691707,NA
161420201,37,"1","9","3",4,NA,NA,89725.4335691707,NA
161420501,66,"1","8","3",3,NA,NA,89725.4335691707,NA
161420701,57,"1","3","3",2,NA,NA,89725.4335691707,NA
161420801,48,"2","5","3",4,NA,NA,89725.4335691707,NA
