"geocodigo","comuna_cod","pob_zona","pob_comuna","n_personas","prob_media","prob_suma","n_consumidores","prop_jovenes","prop_adultos","prop_universitarios","gasto_total","gasto_medio","peso_zona","demanda_prob_zona","demanda_gasto_zona"
"13101281001","13101",1218,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00301116206628018,2.0113389895488,140234.488315693
"13101281002","13101",2849,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00704335035043696,4.70468372842736,328019.751405098
"13101281003","13101",3352,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00828687622838354,5.53531058535925,385932.680487852
"13101281004","13101",1767,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00436840999270696,2.91792774592178,203443.629600846
"13101281005","13101",3240,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0080099877625187,5.3503598736766,373037.555125489
"13101281006","13101",2710,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00669971198655113,4.47514668446407,312015.979750023
"13101291001","13101",964,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00238321858119383,1.59189719698279,110990.186154621
"13101991999","13101",1648,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00407421599772556,2.72141761475896,189742.558903335
"13102011001","13102",2520,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0311757719714964,3.44675722532194,134740.868832733
"13102011002","13102",3353,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0414810965954078,4.58610197480336,179280.211585775
"13102011003","13102",4648,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0575019794140934,6.3573522155938,248522.046958151
"13102011004","13102",5609,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0693908353127474,7.67177034794871,299905.370350316
"13102021001","13102",2850,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0352583135391924,3.89811829054267,152385.506417971
"13102021002","13102",3877,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0479636777513856,5.30280863594173,207297.757327184
"13102021003","13102",2377,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0294066706254949,3.25116743039296,127094.859212462
"13102021004","13102",2660,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0329077593032462,3.63824373783982,142226.472656773
"13102031001","13102",5765,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0713207640538401,7.88514103332579,308246.471754247
"13102031002","13102",4343,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0537287212984956,5.94018517046555,232214.124341491
"13102031003","13102",4034,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0499059778305622,5.5175470821225,215692.327329858
"13102031004","13102",3156,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0390439429928741,4.31665309647462,168746.897633375
"13102031005","13102",4297,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.053159639746635,5.87726817349539,229754.568799306
"13102031006","13102",3368,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0416666666666667,4.60661838685885,180082.240566922
"13102031007","13102",4168,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0515637371338084,5.70082702981819,222857.11956144
"13102041001","13102",4765,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0589494259699129,6.5173802296266,254777.873011099
"13102041002","13102",4691,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0580339469517023,6.41616593015286,250821.196704107
"13102041003","13102",3141,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0388583729216152,4.29613668441913,167944.868652227
"13102041004","13102",3747,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0463554038004751,5.12499973146084,200346.839490575
"13102041005","13102",2619,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.0324005344418052,3.58216554488816,140034.260108304
"13102041006","13102",4722,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.058417458432304,6.45856651506754,252478.723265144
"13102991999","13102",122,80832,320,0.345496379014413,110.558841284612,105,0.278125,0.3125,0.21875,4321973.77360613,41161.654986725,0.00150930324623911,0.1668668180513,6523.16904666404
"13103011001","13103",2293,132622,464,0.307584246275807,142.719090271975,92,0.247844827586207,0.286637931034483,0.133620689655172,3492788.4976752,37965.0923660347,0.0172897407669919,2.46757607330336,60389.4076787352
