"geocodigo","nom_comuna","urbano","comuna_cod","pob_zona","pob_comuna","n_personas","prob_media","prob_suma","n_consumidores","prop_jovenes","prop_adultos","prop_universitarios","gasto_total","gasto_medio","peso_zona","demanda_prob_zona.x","demanda_gasto_zona","demanda_prob_zona.y","oferta_n","demanda_x_local","demanda_cat","oferta_cat","categoria_do"
"13119121001","MAIPÚ",1,"13119",4652,521627,2156,0.374540184138306,807.508637002187,879,0.26669758812616,0.343228200371058,0.285250463821892,37377991.1631458,42523.3119034651,0.00891825001389882,7.20156391316818,333346.270210235,7.20156391316818,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13110181003","LA FLORIDA",1,"13110",2790,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00760392024332545,4.80431351705984,256212.446762923,4.80431351705984,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
"13110061001","LA FLORIDA",1,"13110",1837,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00500659551504977,3.16327022610714,168696.152223473,3.16327022610714,14,0.225947873293367,"Baja","Alta","Baja demanda / Alta oferta"
"13110021003","LA FLORIDA",1,"13110",799,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00217761013419965,1.37585896062036,73374.1021374822,1.37585896062036,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
"13110071003","LA FLORIDA",1,"13110",2600,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00708609054933554,4.47713804457189,238764.28730595,4.47713804457189,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
"13110031005","LA FLORIDA",1,"13110",3453,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00941087333340601,5.94598371842567,317097.34002594,5.94598371842567,1,5.94598371842567,"Alta","Baja","Alta demanda / Baja oferta"
"13110071004","LA FLORIDA",1,"13110",5439,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.0148235563453215,9.36582839401021,499476.522560408,9.36582839401021,1,9.36582839401021,"Alta","Baja","Alta demanda / Baja oferta"
"13110181002","LA FLORIDA",1,"13110",2559,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00697434835221141,4.40653702156134,234999.158159971,4.40653702156134,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
"13110171005","LA FLORIDA",1,"13110",2679,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00730139868525766,4.61317416208004,246019.048343323,4.61317416208004,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
"13110211004","LA FLORIDA",1,"13110",3585,366916,1614,0.391462582871543,631.82060875467,709,0.233581164807931,0.289343246592317,0.325898389095415,33694783.5542884,47524.3773685309,0.00977062869975689,6.17328457299625,329219.219227627,6.17328457299625,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13122101002","PEÑALOLÉN",1,"13122",3122,241599,987,0.373620862819229,368.763791602579,373,0.279635258358663,0.31306990881459,0.276595744680851,17957439.2876452,48143.2688676815,0.0129222389165518,4.76525381886205,232050.320804425,4.76525381886205,0,NA,"Baja","Baja","Baja demanda / Baja oferta"
