"geocodigo","oferta_n","oferta_restaurant","oferta_fastfood","oferta_cafe","pob_zona","oferta_x1000hab"
"13101101006",10,2,0,0,1296,7.71604938271605
"13130051004",0,0,0,0,6097,0
"13130051003",0,0,0,0,4502,0
"13130061004",20,3,1,0,3050,6.55737704918033
"13130061002",5,1,0,0,4431,1.12841345068833
"13111051002",0,0,0,0,1613,0
"13130061001",12,2,1,1,4059,2.95639320029564
"13130071001",1,0,1,0,3174,0.315059861373661
"13130071003",10,0,4,2,2757,3.62713093942691
"13111041003",0,0,0,0,2218,0
"13130011001",7,2,0,0,4916,1.42392188771359
"13130051001",12,3,2,1,3692,3.25027085590466
"13111011002",0,0,0,0,4488,0
"13111021002",0,0,0,0,3741,0
"13111011001",6,0,2,0,5094,1.17785630153121
"13111051005",1,0,0,1,3238,0.308832612723904
"13111051004",0,0,0,0,4526,0
"13111051001",0,0,0,0,2928,0
"13111031002",0,0,0,0,3366,0
"13111041001",11,1,0,1,3272,3.36185819070905
"13111051003",0,0,0,0,3392,0
"13111041002",1,1,0,0,4295,0.232828870779977
"13101071002",2,1,0,1,3511,0.569638279692395
"13111031001",1,1,0,0,3621,0.276166804750069
"13111071003",1,1,0,0,5730,0.174520069808028
"13111031003",0,0,0,0,4942,0
"13111061001",0,0,0,0,5904,0
"13101091003",4,2,2,0,3210,1.24610591900312
"13111021004",0,0,0,0,2838,0
"13111021003",0,0,0,0,4212,0
"13101021008",6,5,0,1,1541,3.89357560025957
"13111021001",1,1,0,0,4747,0.210659363808721
"13111061002",0,0,0,0,3914,0
"13111061003",0,0,0,0,3015,0
"13111011003",0,0,0,0,4091,0
"13111071005",1,1,0,0,3820,0.261780104712042
"13111071002",6,1,1,0,2970,2.02020202020202
"13111081002",11,2,1,0,4051,2.71537891878549
"13111071001",13,4,1,0,4353,2.98644612910636
"13111081004",0,0,0,0,2745,0
"13111071004",11,2,1,0,5414,2.03176948651644
"13111081001",0,0,0,0,3567,0
"13101061003",16,5,1,6,2864,5.58659217877095
"13111081003",6,1,1,0,4207,1.42619443784169
"13131011001",3,3,0,0,2268,1.32275132275132
"13101101005",0,0,0,0,1805,0
"13131031003",2,2,0,0,3366,0.5941770647653
"13131011002",0,0,0,0,3986,0
"13131011004",2,2,0,0,3727,0.536624631070566
"13131021001",0,0,0,0,938,0
"13131011003",0,0,0,0,3661,0
"13131061002",0,0,0,0,3408,0
"13123031002",35,5,13,9,1858,18.8374596340151
"13131021002",3,2,1,0,3622,0.82827167310878
"13131061001",1,1,0,0,3827,0.261301280376274
"13131031001",0,0,0,0,2322,0
"13131031002",7,2,1,0,4624,1.51384083044983
"13123071001",124,57,11,14,3000,41.3333333333333
"13131051001",1,1,0,0,4090,0.244498777506112
"13131071001",0,0,0,0,4083,0
"13131071002",0,0,0,0,3173,0
"13131051002",0,0,0,0,4883,0
"13131071003",1,1,0,0,4033,0.247954376394743
"13123031001",43,15,7,9,1831,23.4844347351174
"13131051004",1,0,1,0,4721,0.211819529760644
"13131071004",0,0,0,0,2912,0
"13131051003",0,0,0,0,4753,0
"13131041001",0,0,0,0,4949,0
"13131041002",0,0,0,0,5051,0
"13131041003",0,0,0,0,4205,0
"13123071002",93,10,2,8,3211,28.962939894114
"13123081004",23,13,5,5,1922,11.9667013527575
"13123021002",27,6,5,7,2328,11.5979381443299
"13123031009",44,6,8,2,3142,14.0038192234246
"13123081002",131,54,26,31,2178,60.1469237832874
"13123031011",19,3,3,1,2863,6.63639538945162
"13123031006",25,5,0,7,1612,15.5086848635236
"13123081001",23,4,6,13,1481,15.5300472653612
"13123031010",1,0,0,1,3082,0.324464633354964
"13123031007",11,0,0,5,2733,4.02488108305891
"13123031004",7,0,0,1,3399,2.05942924389526
"13123081003",13,6,1,6,1628,7.98525798525799
"13123021005",100,38,23,10,2421,41.3052457662123
"13123041002",12,7,0,5,3357,3.57462019660411
"13123041010",27,0,3,4,2398,11.2593828190158
"13123031005",0,0,0,0,2640,0
"13101081004",0,0,0,0,2794,0
"13123021001",3,2,1,0,3589,0.835887433825578
"13123041008",0,0,0,0,3512,0
"13123011001",31,5,1,3,2142,14.4724556489262
"13123011006",56,19,3,2,2687,20.8410867138072
"13123041003",25,2,4,7,4365,5.72737686139748
"13123021003",52,11,3,4,3524,14.7559591373439
"13123051002",9,0,2,3,4045,2.22496909765142
"13123041004",13,3,0,0,3659,3.55288330144848
"13123011004",42,12,1,3,3184,13.1909547738693
"13123051001",56,9,3,6,4502,12.4389160373167
"13123021007",105,11,0,1,4579,22.9307709106792
"13123061001",20,10,3,7,2715,7.36648250460405
"13123041007",17,2,1,2,3015,5.63847429519071
"13123041012",2,2,0,0,2953,0.677277345072807
"13123011002",22,4,6,3,2654,8.28937452901281
"13123011005",86,36,1,13,2217,38.7911592241768
"13123021004",8,3,0,1,3730,2.14477211796247
"13123011003",78,13,0,4,2439,31.980319803198
"13123061003",27,12,1,5,2184,12.3626373626374
"13123071003",3,1,0,2,932,3.21888412017167
"13123061002",41,11,2,3,3318,12.3568414707655
"13101091001",1,1,0,0,3393,0.294724432655467
"13101071001",0,0,0,0,5009,0
"13101081001",0,0,0,0,3716,0
"13101021001",2,0,2,0,3448,0.580046403712297
"13101091002",6,2,0,0,3321,1.806684733514
"13101081002",9,4,1,0,5244,1.7162471395881
"13101011003",47,20,8,11,2209,21.2765957446809
"13101021003",5,4,1,0,2768,1.80635838150289
"13101071003",1,0,1,0,3368,0.296912114014252
"13101011004",33,8,4,7,1821,18.1219110378913
"13101061002",16,7,3,2,4747,3.37054982093954
"13101291001",6,0,1,1,964,6.22406639004149
"13101021005",124,53,35,36,2258,54.9158547387068
"13101031004",2,0,1,1,3903,0.51242633871381
"13101101002",8,7,0,1,1820,4.3956043956044
"13101021002",3,2,0,1,2856,1.05042016806723
"13101041004",1,1,0,0,2828,0.353606789250354
"13101041003",19,7,2,3,2729,6.96225723708318
"13101041001",19,12,2,5,2790,6.81003584229391
"13101111003",5,1,2,2,2269,2.20361392684002
"13101101003",7,5,1,1,2768,2.52890173410405
"13101041005",13,4,1,2,2550,5.09803921568628
"13101041002",18,7,3,1,2668,6.74662668665667
"13101121001",25,8,6,11,2320,10.7758620689655
"13101051001",18,7,5,2,3135,5.74162679425837
"13101111015",3,3,0,0,2747,1.09210047324354
"13101051002",4,3,1,0,4424,0.904159132007233
"13101131002",0,0,0,0,1759,0
"13101131009",5,2,1,2,3631,1.37703112090333
"13101111017",3,1,1,1,1798,1.66852057842047
"13101121009",2,1,1,0,4441,0.45034902049088
"13101111010",0,0,0,0,2560,0
"13101281002",19,6,8,5,2849,6.66900666900667
"13101271004",1,1,0,0,3814,0.262191924488726
"13101101010",0,0,0,0,2930,0
"13101111008",8,2,2,0,2552,3.13479623824451
"13101111019",8,1,2,0,2430,3.29218106995885
"13101131004",10,5,4,1,2442,4.09500409500409
"13101121007",2,2,0,0,3067,0.6521030322791
"13101271002",30,15,5,2,3472,8.64055299539171
"13101281006",8,0,0,2,2710,2.9520295202952
"13101261001",34,16,2,0,2915,11.663807890223
"13101121004",6,4,2,0,4425,1.35593220338983
"13101131005",4,3,0,1,3683,1.08607113765952
"13101141002",9,3,1,0,3048,2.95275590551181
"13101281004",5,1,3,1,1767,2.82965478211658
"13101141001",22,4,0,1,4373,5.03087125543105
"13101151001",7,6,0,1,4797,1.45924536168439
"13101151002",1,1,0,0,3915,0.255427841634738
"13101151004",12,4,3,1,2038,5.88812561334642
"13101161002",56,10,0,0,5341,10.4849279161206
"13101171001",23,5,1,0,5638,4.07946080170273
"13101231001",8,5,2,1,3535,2.26308345120226
"13101181001",14,3,0,1,4270,3.27868852459016
"13101191001",14,8,2,0,4915,2.84842319430315
"13101171003",32,6,0,0,2555,12.5244618395303
"13101191003",14,2,0,0,5562,2.5170801869831
"13101221001",19,5,4,1,11031,1.72241863838274
"13101251001",29,7,3,1,5150,5.63106796116505
"13101131001",19,7,3,9,1811,10.4914411927112
"13101241002",13,4,1,0,4827,2.69318417236379
"13101131003",5,3,1,1,3953,1.26486213002783
"13101201001",33,6,0,0,2913,11.3285272914521
"13101201003",67,13,0,0,3074,21.7957059206246
"13101211001",118,24,3,1,4152,28.4200385356455
"13101011005",39,20,6,13,1741,22.400919012062
"13101021007",33,13,4,4,2326,14.1874462596733
"13101021006",5,5,0,0,2478,2.01775625504439
"13101211002",24,7,3,1,3400,7.05882352941177
"13101201002",59,16,2,0,1962,30.0713557594292
"13101051003",36,16,0,2,2355,15.2866242038217
"13101031001",2,1,0,1,2313,0.864677907479464
"13101031002",1,0,0,1,5950,0.168067226890756
"13101241001",6,5,1,0,3419,1.75489909330214
"13101061001",13,4,3,2,3968,3.27620967741935
"13101101001",8,3,5,0,2491,3.21156162183862
"13101101004",17,5,1,0,2423,7.0160957490714
"13101101007",2,2,0,0,2965,0.674536256323777
"13101101009",0,0,0,0,1345,0
"13101111016",0,0,0,0,2452,0
"13101111011",10,4,0,0,1550,6.45161290322581
"13101111012",4,2,2,0,4104,0.974658869395711
"13101111004",3,2,0,1,1996,1.50300601202405
"13101121008",2,1,1,0,4682,0.427167876975651
"13101131007",12,7,2,3,2952,4.0650406504065
"13101151003",8,3,1,0,3644,2.1953896816685
"13101161003",14,5,1,0,5331,2.62614894016132
"13101191002",35,3,0,0,4779,7.32370788867964
"13101281005",11,4,1,1,3240,3.39506172839506
"13101281003",16,5,1,1,3352,4.77326968973747
"13101111013",8,4,0,0,3191,2.50705108116578
"13101011002",9,1,1,7,2282,3.94390885188431
"13101011001",45,14,3,20,2174,20.6991720331187
"13101081003",1,1,0,0,3326,0.300661455201443
"13101101008",1,1,0,0,1624,0.61576354679803
"13101111002",8,3,4,1,2594,3.0840400925212
"13101111001",9,2,3,4,2555,3.52250489236791
"13132041003",3,2,0,1,2052,1.46198830409357
